City.Code,City,Metro,County,State,Population.Rank,January.2017
126423,Town 'n' Country,Tampa,Hillsborough,FL,493,1340
14634,Whittier,Los Angeles,Los Angeles,CA,494,2401
5972,Milton,Pensacola,Santa Rosa,FL,495,1098
46179,Lawrence,Boston,Essex,MA,496,1742
51835,Eau Claire,Eau Claire,Eau Claire,WI,497,1160
34278,Thousand Oaks,Ventura,Ventura,CA,498,3048
27512,Upland,Riverside,San Bernardino,CA,499,2419
5291,Iowa City,Iowa City,Johnson,IA,500,1480
53148,Manteca,Stockton,San Joaquin,CA,501,1706
52333,Greenwood,Indianapolis,Johnson,IN,502,1303
50764,Arlington Heights,Chicago,Cook,IL,503,1996
19411,Mission,McAllen,Hidalgo,TX,504,1161
41128,Sumter,Sumter,Sumter,SC,505,796
10723,Carson,Los Angeles,Los Angeles,CA,506,2503
39966,New Braunfels,San Antonio,Comal,TX,507,1507
17008,Bethlehem,Allentown,Northampton,PA,508,1303
32999,Mountain View,San Jose,Santa Clara,CA,509,4090
18025,Evanston,Chicago,Cook,IL,510,1922
44116,Bellflower,Los Angeles,Los Angeles,CA,511,2327
13325,Plant City,Tampa,Hillsborough,FL,512,1296
34780,Westminster,Los Angeles,Orange,CA,513,2715
27768,Warner Robins,Warner Robins,Houston,GA,514,902
38047,Covington,Atlanta,Newton,GA,515,1037
24245,Covina,Los Angeles,Los Angeles,CA,516,2299
40868,Shelby Township,Detroit,Macomb,MI,517,1549
47080,Pflugerville,Austin,Travis,TX,518,1643
41587,Waukegan,Chicago,Lake,IL,519,1289
38004,Conway,Little Rock,Faulkner,AR,520,979
54089,Redmond,Seattle,King,WA,521,2625
11896,High Point,,Guilford,NC,522,885
54458,Somerville,Boston,Middlesex,MA,523,2554
19573,New Britain,Hartford,Hartford,CT,524,1419
32626,Macon,Macon,Bibb,GA,525,813
37840,Cheektowaga,Buffalo,Erie,NY,526,1200
46431,Maryville,Knoxville,Blount,TN,527,1149
33801,Saint George,St. George,Washington,UT,528,1343
40355,Pittsburg,San Francisco,Contra Costa,CA,529,2098
41460,Valparaiso,Chicago,Porter,IN,530,1537
12317,Largo,Tampa,Pinellas,FL,531,1283
40524,Redlands,Riverside,San Bernardino,CA,532,1895
6365,Oviedo,Orlando,Seminole,FL,533,1705
26366,Palm Coast,Daytona Beach,Flagler,FL,534,1340
40704,Saint Joseph,St. Joseph,Buchanan,MO,535,707
6218,North Charleston,Charleston,Charleston,SC,536,1287
27195,Southfield,Detroit,Oakland,MI,537,1362
39386,League City,Houston,Galveston,TX,538,1967
24359,Deltona,Daytona Beach,Volusia,FL,539,1153
54759,Turlock,Modesto,Stanislaus,CA,540,1427
6443,Pawtucket,Providence,Providence,RI,541,1440
54179,Rochester Hills,Detroit,Oakland,MI,542,1985
40689,Saint Charles,St. Louis,Saint Charles,MO,543,1370
5621,Lexington,Winston-Salem,Davidson,NC,544,832
40414,Porterville,Visalia,Tulare,CA,545,1113
11462,Folsom,Sacramento,Sacramento,CA,546,2198
33865,Sanford,Orlando,Seminole,FL,547,1286
25372,Kendall,Miami-Fort Lauderdale,Miami-Dade,FL,548,2026
7484,Tulare,Visalia,Tulare,CA,549,1157
10241,Baldwin Park,Los Angeles,Los Angeles,CA,550,2113
32615,Lynnwood,Seattle,Snohomish,WA,551,2119
32380,Lake Forest,Los Angeles,Orange,CA,552,2970
14667,Wilmington,Philadelphia,New Castle,DE,553,1155
20337,San Ramon,San Francisco,Contra Costa,CA,554,3641
26114,New Rochelle,New York,Westchester,NY,555,3225
12012,Huntington,Huntington,Cabell,WV,556,860
51239,Camarillo,Ventura,Ventura,CA,557,2613
7223,Springfield,Eugene,Lane,OR,558,1214
47082,Pharr,McAllen,Hidalgo,TX,559,925
26469,Petaluma,Santa Rosa,Sonoma,CA,560,2648
46089,La Mesa,San Diego,San Diego,CA,561,2376
39076,Huntington Park,Los Angeles,Los Angeles,CA,562,2154
40919,Simpsonville,Greenville,Greenville,SC,563,1521
52390,Hammond,Chicago,Lake,IN,564,1011
13167,Palm Harbor,Tampa,Pinellas,FL,565,1512
54529,Stafford,Washington,Stafford,VA,566,1901
397629,Town of Colonie,Albany,Albany,NY,567,1664
37736,Canton,Atlanta,Cherokee,GA,568,1492
12864,Mount Pleasant,Charleston,Charleston,SC,569,2388
26534,Plainfield,Chicago,Will,IL,570,1806
37851,Cherry Hill,Philadelphia,Camden,NJ,571,2064
10528,Brandon,Tampa,Hillsborough,FL,572,1388
32311,Kingsport,Kingsport,Sullivan,TN,573,864
31070,Council Bluffs,Omaha,Pottawattamie,IA,574,1035
50779,Asheville,Asheville,Buncombe,NC,575,1403
47164,Pleasanton,San Francisco,Alameda,CA,576,3491
27136,Smyrna,Atlanta,Cobb,GA,577,1485
17158,Brick,New York,Ocean,NJ,578,1807
24967,Gresham,Portland,Multnomah,OR,579,1738
11726,Greenville,Greenville,Pitt,NC,580,987
31635,Framingham,Boston,Middlesex,MA,581,2338
52899,Lauderhill,Miami-Fort Lauderdale,Broward,FL,582,1379
50742,Apple Valley,Riverside,San Bernardino,CA,583,1252
12214,Kirkland,Seattle,King,WA,584,2484
22730,Waipahu,Urban Honolulu,Honolulu,HI,585,2343
33612,Redondo Beach,Los Angeles,Los Angeles,CA,586,3516
34940,Yuba City,Yuba City,Sutter,CA,587,1393
17040,Bismarck,Bismarck,Burleigh,ND,588,1695
24965,Greer,Greenville,Greenville,SC,589,1393
46604,Mooresville,Charlotte,Iredell,NC,590,1502
10727,Casa Grande,Phoenix,Pinal,AZ,591,987
20323,Salisbury,Charlotte,Rowan,NC,592,978
4032,Centreville,Washington,Fairfax,VA,593,2105
40737,San Marcos,San Diego,San Diego,CA,594,2500
13213,Pasco,Kennewick,Franklin,WA,595,1286
13576,Rome,Rome,Floyd,GA,596,988
14478,Warwick,Providence,Kent,RI,597,1544
37560,Bremerton,Bremerton,Kitsap,WA,598,1454
41025,Spring Valley,San Diego,San Diego,CA,599,2246
52308,Great Falls,Great Falls,Cascade,MT,600,1196
13059,O Fallon,St. Louis,Saint Charles,MO,601,1535
41574,Waterford,Detroit,Oakland,MI,602,1305
19870,Passaic,New York,Passaic,NJ,603,1722
33889,Schaumburg,Chicago,Cook,IL,604,1656
39483,Lodi,Stockton,San Joaquin,CA,605,1521
31403,Ellicott City,Baltimore,Howard,MD,606,2707
41643,West Lafayette,Lafayette-West Lafayette,Tippecanoe,IN,607,1338
26561,Plymouth,Minneapolis-St Paul,Hennepin,MN,608,1900
14446,Waldorf,Washington,Charles,MD,609,1871
39655,Marysville,Seattle,Snohomish,WA,610,1757
4002,Casper,Casper,Natrona,WY,611,1163
18453,Hanford,Hanford,Kings,CA,612,1178
32616,Lynwood,Los Angeles,Los Angeles,CA,613,2150
28060,Youngstown,Youngstown,Mahoning,OH,614,569
24733,Flower Mound,Dallas-Fort Worth,Denton,TX,615,2380
10226,Avondale,Phoenix,Maricopa,AZ,616,1201
34248,Temple,Killeen,Bell,TX,617,1086
46061,Kokomo,Kokomo,Howard,IN,618,770
54301,San Rafael,San Francisco,Marin,CA,619,3985
26374,Palo Alto,San Jose,Santa Clara,CA,620,6000
39798,Milpitas,San Jose,Santa Clara,CA,621,3245
40415,Portland,Portland,Cumberland,ME,622,1854
18765,Jonesboro,Jonesboro,Craighead,AR,623,1083
54791,Union City,New York,Hudson,NJ,624,2078
41333,Union City,San Francisco,Alameda,CA,625,2981
5395,Kenner,New Orleans,Jefferson,LA,626,1348
51752,Dubuque,Dubuque,Dubuque,IA,627,1112
26362,Palatine,Chicago,Cook,IL,628,1755
34308,Tomball,Houston,Harris,TX,629,1678
47977,The Woodlands,Houston,Montgomery,TX,630,2314
52839,Lafayette,Lafayette-West Lafayette,Tippecanoe,IN,631,911
40057,North Little Rock,Little Rock,Pulaski,AR,632,840
21174,Waterloo,Waterloo,Black Hawk,IA,633,825
13366,Port Charlotte,Punta Gorda,Charlotte,FL,634,1496
21080,Vienna,Washington,Fairfax,VA,635,3159
51806,East Orange,New York,Essex,NJ,636,1516
7886,Weston,Miami-Fort Lauderdale,Broward,FL,637,2470
10815,Chino Hills,Riverside,San Bernardino,CA,638,2940
50950,Bellingham,Bellingham,Whatcom,WA,639,1597
20322,Salisbury,Salisbury,Wicomico,MD,640,1202
34868,Winchester,Winchester,Frederick,VA,641,1369
53133,Manhattan,Manhattan,Riley,KS,642,1269
16697,Alameda,San Francisco,Alameda,CA,643,3237
17845,Eagan,Minneapolis-St Paul,Dakota,MN,644,1728
17718,Daytona Beach,Daytona Beach,Volusia,FL,645,1125
26483,Pico Rivera,Los Angeles,Los Angeles,CA,646,2220
54043,Racine,Racine,Racine,WI,647,1013
30394,Bel Air,Baltimore,Harford,MD,648,1748
11087,Denham Springs,Baton Rouge,Livingston,LA,649,1356
397184,York Township,York,York,PA,650,1385
10497,Bossier City,Shreveport,Bossier,LA,651,1204
16839,Auburn,Seattle,King,WA,652,1865
52179,Gastonia,Charlotte,Gaston,NC,653,1001
31023,Conway,Myrtle Beach,Horry,SC,654,1194
4216,Corvallis,Corvallis,Benton,OR,655,1730
34725,West Bloomfield,Detroit,Oakland,MI,656,2050
51173,Brunswick,Brunswick,Glynn,GA,657,1048
32991,Mount Vernon,New York,Westchester,NY,658,2422
21057,Venice,Sarasota,Sarasota,FL,659,1991
37406,Bethesda,Washington,Montgomery,MD,660,3358
10484,Bolingbrook,Chicago,Will,IL,661,1716
10530,Brandon,Jackson,Rankin,MS,662,1447
10889,Cocoa,Melbourne,Brevard,FL,663,1191
30236,Appleton,Appleton,Outagamie,WI,664,1135
53273,Meridian,Meridian,Lauderdale,MS,665,966
32572,Lorain,Cleveland,Lorain,OH,666,727
399216,Midland,Midland,Midland,MI,667,1088
46400,Maple Grove,Minneapolis-St Paul,Hennepin,MN,668,1688
3568,Baytown,Houston,Harris,TX,669,1347
14552,West Hartford,Hartford,Hartford,CT,670,2042
3334,Aiken,Augusta,Aiken,SC,671,936
31751,Glen Allen,Richmond,Henrico,VA,672,1712
41054,Statesville,Charlotte,Iredell,NC,673,962
7378,Taylor,Detroit,Wayne,MI,674,928
31829,Grants Pass,Grants Pass,Josephine,OR,675,1197
30210,Ames,Ames,Story,IA,676,1222
44704,Columbus,Columbus,Bartholomew,IN,677,1202
18329,Goodyear,Phoenix,Maricopa,AZ,678,1412
13031,North Port,Sarasota,Sarasota,FL,679,1436
10940,Coon Rapids,Minneapolis-St Paul,Anoka,MN,680,1457
33256,Orland Park,Chicago,Cook,IL,681,1906
40038,North Bergen,New York,Hudson,NJ,682,2199
54212,Rosemead,Los Angeles,Los Angeles,CA,683,2368
17761,Des Plaines,Chicago,Cook,IL,684,1728
20535,Snellville,Atlanta,Gwinnett,GA,685,1328
17974,Elyria,Cleveland,Lorain,OH,686,836
25459,Laguna Niguel,Los Angeles,Orange,CA,687,3312
40738,San Marcos,Austin,Hays,TX,688,1438
50749,Arcadia,Los Angeles,Los Angeles,CA,689,3332
21412,Yorba Linda,Los Angeles,Orange,CA,690,3247
45291,Florence,Florence,Florence,SC,691,1158
18480,Harrisonburg,Harrisonburg,Harrisonburg City,VA,692,1134
14703,Woodbury,Minneapolis-St Paul,Washington,MN,693,1875
34597,Vineland,Vineland,Cumberland,NJ,694,1309
10634,Burnsville,Minneapolis-St Paul,Dakota,MN,695,1651
45417,Georgetown,Austin,Williamson,TX,696,1688
18874,La Habra,Los Angeles,Orange,CA,697,2498
17309,Carmel,Indianapolis,Hamilton,IN,698,1977
4515,Eden Prairie,Minneapolis-St Paul,Hennepin,MN,699,1928
7039,Shawnee,Kansas City,Johnson,KS,700,1654
52683,Jefferson City,Jefferson City,Cole,MO,701,883
27652,Valley Stream,New York,Nassau,NY,702,2843
5043,Hamden,New Haven,New Haven,CT,703,1737
32006,Hendersonville,Nashville,Sumner,TN,704,1697
17172,Bristol,Hartford,Hartford,CT,705,1499
34721,West Allis,Milwaukee,Milwaukee,WI,706,977
47252,Punta Gorda,Punta Gorda,Charlotte,FL,707,1792
7367,Tamarac,Miami-Fort Lauderdale,Broward,FL,708,1485
53253,Medina,Cleveland,Medina,OH,709,1535
19321,Meriden,New Haven,New Haven,CT,710,1390
31543,Fayetteville,Fayetteville,Washington,AR,711,1292
6736,Reston,Washington,Fairfax,VA,712,2188
27378,Taylorsville,Salt Lake City,Salt Lake,UT,713,1406
11170,Dundalk,Baltimore,Baltimore,MD,714,1412
398816,Lancaster,Lancaster,Lancaster,PA,715,1002
34644,Waltham,Boston,Middlesex,MA,716,2493
45689,Haverhill,Boston,Essex,MA,717,1765
16971,Bellevue,Omaha,Sarpy,NE,718,1306
7217,Springdale,Fayetteville,Washington,AR,719,1169
25489,Lakewood,Seattle,Pierce,WA,720,1507
6885,Saint Cloud,St. Cloud,Stearns,MN,721,1147
33837,San Gabriel,Los Angeles,Los Angeles,CA,722,2592
25345,Jupiter,Miami-Fort Lauderdale,Palm Beach,FL,723,2292
124912,Kendale Lakes,Miami-Fort Lauderdale,Miami-Dade,FL,724,1734
45164,Encinitas,San Diego,San Diego,CA,725,3485
6562,Pontiac,Detroit,Oakland,MI,726,881
33866,Sanford,Sanford,Lee,NC,727,996
124464,Fountainbleau,Miami-Fort Lauderdale,Miami-Dade,FL,728,1585
28939,Malden,Boston,Middlesex,MA,729,2255
45398,Gardena,Los Angeles,Los Angeles,CA,730,2422
10428,Blaine,Minneapolis-St Paul,Anoka,MN,731,1536
6855,Royal Oak,Detroit,Oakland,MI,732,1574
53643,Novato,San Francisco,Marin,CA,733,3488
398963,Manchester,Hartford,Hartford,CT,734,1503
396053,Florence-Graham,Los Angeles,Los Angeles,CA,735,2048
25221,Huntsville,Huntsville,Walker,TX,736,1258
6267,Oak Lawn,Chicago,Cook,IL,737,1532
53571,Newport Beach,Los Angeles,Orange,CA,738,5174
18029,Ewa Beach,Urban Honolulu,Honolulu,HI,739,2397
18847,Kissimmee,Orlando,Osceola,FL,740,1246
45383,Gaithersburg,Washington,Montgomery,MD,741,2003
53487,National City,San Diego,San Diego,CA,742,2101
33341,Pasadena,Baltimore,Anne Arundel,MD,743,1888
20514,Skokie,Chicago,Cook,IL,744,1835
30772,Carson City,Carson City,Carson City,NV,745,1347
11604,Gilroy,San Jose,Santa Clara,CA,746,3124
31612,Fort Mill,Charlotte,York,SC,747,1694
44878,Dearborn Heights,Detroit,Wayne,MI,748,1073
13693,San Clemente,Los Angeles,Orange,CA,749,3462
17155,Brentwood,San Francisco,Contra Costa,CA,750,2479
11076,Deland,Daytona Beach,Volusia,FL,751,1232
44281,Bozeman,Bozeman,Gallatin,MT,752,1649
39604,Mansfield,Dallas-Fort Worth,Tarrant,TX,753,1830
13444,Rapid City,Rapid City,Pennington,SD,754,1231
20782,Texarkana,Texarkana,Bowie,TX,755,1117
45251,Fayetteville,Atlanta,Fayette,GA,756,1493
50985,Berwyn,Chicago,Cook,IL,757,1547
6809,Rocklin,Sacramento,Placer,CA,758,2117
47526,Saint Peters,St. Louis,Saint Charles,MO,759,1408
38809,Gretna,New Orleans,Jefferson,LA,760,1368
26197,North Richland Hills,Dallas-Fort Worth,Tarrant,TX,761,1544
48569,Woodland,Sacramento,Yolo,CA,762,1699
21472,Annandale,Washington,Fairfax,VA,763,2466
126356,Tamiami,Miami-Fort Lauderdale,Miami-Dade,FL,764,2205
12665,Mechanicsville,Richmond,Hanover,VA,765,1487
6750,Richmond,Richmond,Madison,KY,766,1084
7837,West Des Moines,Des Moines,Polk,IA,767,1504
32416,Land O Lakes,Tampa,Pasco,FL,768,1545
13929,South San Francisco,San Francisco,San Mateo,CA,769,3515
52852,Lake Elsinore,Riverside,Riverside,CA,770,1750
13653,Saint Cloud,Orlando,Osceola,FL,771,1365
19078,Lompoc,Santa Maria-Santa Barbara,Santa Barbara,CA,772,1695
25495,Lancaster,Columbus,Fairfield,OH,773,1090
25784,Massillon,Canton,Stark,OH,774,917
24682,Farmington,Farmington,San Juan,NM,775,1153
6021,Monterey Park,Los Angeles,Los Angeles,CA,776,2471
51659,Davis,Sacramento,Yolo,CA,777,2420
34103,Springfield,Springfield,Clark,OH,778,635
40779,Schenectady,Albany,Schenectady,NY,779,1229
34819,White Plains,New York,Westchester,NY,780,3084
26679,Rancho Cordova,Sacramento,Sacramento,CA,781,1621
30872,Chicopee,Springfield,Hampden,MA,782,1415
53250,Medford,Boston,Middlesex,MA,783,2431
737790,Eastvale,Riverside,Riverside,CA,784,2596
398567,Town of Hempstead,New York,Nassau,NY,785,2741
30424,Bensalem,Philadelphia,Bucks,PA,786,1656
53360,Missouri City,Houston,Fort Bend,TX,787,1658
12716,Midwest City,Oklahoma City,Oklahoma,OK,788,852
395552,Freehold Township,New York,Monmouth,NJ,789,2184
11455,Florence,Florence,Lauderdale,AL,790,808
37015,Azusa,Los Angeles,Los Angeles,CA,791,2162
12386,Lilburn,Atlanta,Gwinnett,GA,792,1392
31172,Danville,Danville,Danville City,VA,793,865
399297,Muskegon Township,Muskegon,Muskegon,MI,794,757
17310,Carmichael,Sacramento,Sacramento,CA,795,1712
4948,Grand Forks,Grand Forks,Grand Forks,ND,796,1223
20252,Roswell,Roswell,Chaves,NM,797,927
24349,Delano,Bakersfield,Kern,CA,798,1201
30149,Albany,Albany,Linn,OR,799,1338
37971,Colton,Riverside,San Bernardino,CA,800,1487
39996,Newark,Columbus,Licking,OH,801,839
5710,Loveland,Cincinnati,Clermont,OH,802,1702
38742,Goose Creek,Charleston,Berkeley,SC,803,1287
53585,Noblesville,Indianapolis,Hamilton,IN,804,1390
12067,Irvington,New York,Essex,NJ,805,1517
26091,New Castle,Philadelphia,New Castle,DE,806,1263
4329,Deerfield Beach,Miami-Fort Lauderdale,Broward,FL,807,1491
50704,Altamonte Springs,Orlando,Seminole,FL,808,1238
25953,Montebello,Los Angeles,Los Angeles,CA,809,2365
41675,Westminster,Baltimore,Carroll,MD,810,1756
4281,Cupertino,San Jose,Santa Clara,CA,811,4351
7433,Titusville,Melbourne,Brevard,FL,812,1150
12560,Margate,Miami-Fort Lauderdale,Broward,FL,813,1508
27808,Wayne,New York,Passaic,NJ,814,2372
397214,Town of Hamburg,Buffalo,Erie,NY,815,1302
15894,Wheaton,Chicago,Du Page,IL,816,2081
24414,Dothan,Dothan,Houston,AL,817,903
48210,Valrico,Tampa,Hillsborough,FL,818,1551
20536,Snohomish,Seattle,Snohomish,WA,819,2249
5411,Kettering,Dayton,Montgomery,OH,820,1137
57030,Layton,Ogden,Davis,UT,821,1429
14603,Weymouth,Boston,Norfolk,MA,822,2266
31506,Fairfield,Stamford,Fairfield,CT,823,2833
6943,Santee,San Diego,San Diego,CA,824,2311
20639,Statesboro,Statesboro,Bulloch,GA,825,1024
10574,Broomfield,Denver,Broomfield,CO,826,2083
4151,Coconut Creek,Miami-Fort Lauderdale,Broward,FL,827,1494
46105,Lake Havasu City,Lake Havasu City,Mohave,AZ,828,1229
53076,Lutz,Tampa,Hillsborough,FL,829,1634
39899,Mount Prospect,Chicago,Cook,IL,830,1952
50783,Atascocita,Houston,Harris,TX,831,1643
33498,Port Orange,Daytona Beach,Volusia,FL,832,1382
31209,Delray Beach,Miami-Fort Lauderdale,Palm Beach,FL,833,1727
27864,West Haven,New Haven,New Haven,CT,834,1639
33714,Rockville,Washington,Montgomery,MD,835,2279
32180,Jackson,New York,Ocean,NJ,836,2116
51003,Biloxi,Gulfport,Harrison,MS,837,1002
20883,Union,New York,Union,NJ,838,2186
21203,Wesley Chapel,Tampa,Pasco,FL,839,1493
126392,The Hammocks,Miami-Fort Lauderdale,Miami-Dade,FL,840,1999
27272,Stillwater,Stillwater,Payne,OK,841,1184
53359,Missoula,Missoula,Missoula,MT,842,1299
8384,Fountain Valley,Los Angeles,Orange,CA,843,3089
26592,Port Orchard,Bremerton,Kitsap,WA,844,1591
14730,Wyoming,Grand Rapids,Kent,MI,845,1195
398893,Piscataway Township,New York,Middlesex,NJ,846,2148
397360,Millcreek Township,Erie,Erie,PA,847,1248
6268,Oak Park,Chicago,Cook,IL,848,2064
52840,Lagrange,LaGrange,Troup,GA,849,884
19375,Mililani,Urban Honolulu,Honolulu,HI,850,2492
32955,Morristown,Morristown,Hamblen,TN,851,906
397013,Upper Darby Township,Philadelphia,Delaware,PA,852,1184
48792,Chillicothe,Chillicothe,Ross,OH,853,1001
52417,Harlingen,Brownsville,Cameron,TX,854,876
52285,Grand Island,Grand Island,Hall,NE,855,1209
26102,New Iberia,Lafayette,Iberia,LA,856,1008
26225,Novi,Detroit,Oakland,MI,857,2115
17050,Blacksburg,Blacksburg,Montgomery,VA,858,1540
5445,Klamath Falls,Klamath Falls,Klamath,OR,859,963
395560,Town of Newburgh,New York,Orange,NY,860,1540
31580,Florissant,St. Louis,Saint Louis,MO,861,1029
118225,South Whittier,Los Angeles,Los Angeles,CA,862,2305
26620,Prescott,Prescott,Yavapai,AZ,863,1596
19410,Mishawaka,South Bend,Saint Joseph,IN,864,845
30177,Aloha,Portland,Washington,OR,865,1705
6781,Riverdale,Atlanta,Clayton,GA,866,893
39967,New Brunswick,New York,Middlesex,NJ,867,2035
6884,Saint Clair Shores,Detroit,Macomb,MI,868,1175
396009,Parsippany-Troy Hills Township,New York,Morris,NJ,869,2497
9969,Tinley Park,Chicago,Cook,IL,870,1735
396491,Kailua,Urban Honolulu,Honolulu,HI,871,3113
5302,Issaquah,Seattle,King,WA,872,2541
23984,Castle Rock,Denver,Douglas,CO,873,2404
38272,Easley,Greenville,Pickens,SC,874,1229
32697,Maricopa,Phoenix,Pinal,AZ,875,1097
21417,Yucaipa,Riverside,San Bernardino,CA,876,1738
12579,Marrero,New Orleans,Jefferson,LA,877,1249
36529,West New York,New York,Hudson,NJ,878,2153
11626,Glendora,Los Angeles,Los Angeles,CA,879,2440
26431,Peabody,Boston,Essex,MA,880,2273
54409,Shoreline,Seattle,King,WA,881,2284
45602,Hacienda Heights,Los Angeles,Los Angeles,CA,882,2546
31778,Gloucester,Philadelphia,Camden,NJ,883,1641
6032,Moore,Oklahoma City,Cleveland,OK,884,1098
34683,Waukesha,Milwaukee,Waukesha,WI,885,1476
26531,Placentia,Los Angeles,Orange,CA,886,2913
52262,Goshen,Elkhart,Elkhart,IN,887,1117
31299,Eagle Pass,Eagle Pass,Maverick,TX,888,1152
16554,Euless,Dallas-Fort Worth,Tarrant,TX,889,1514
13772,Seminole,Tampa,Pinellas,FL,890,1462
13265,Petersburg,Richmond,Petersburg City,VA,891,1041
9255,San Pablo,San Francisco,Contra Costa,CA,892,2325
33445,Plainfield,New York,Union,NJ,893,1894
41292,Troy,Albany,Rensselaer,NY,894,1134
20044,Poway,San Diego,San Diego,CA,895,2711
30527,Bonita Springs,Fort Myers,Lee,FL,896,2568
27177,South Jordan,Salt Lake City,Salt Lake,UT,897,1810
7645,Urbana,Champaign-Urbana,Champaign,IL,898,1057
46749,Niagara Falls,Buffalo,Niagara,NY,899,717
22759,Yukon,Oklahoma City,Canadian,OK,900,1233
5834,Mason,Cincinnati,Warren,OH,901,1859
10264,Bartlett,Memphis,Shelby,TN,902,1417
56162,Painesville,Cleveland,Lake,OH,903,1126
4180,Columbus,Columbus,Lowndes,MS,904,1079
3425,Apple Valley,Minneapolis-St Paul,Dakota,MN,905,1647
25146,Hoboken,New York,Hudson,NJ,906,2861
6395,Paramount,Los Angeles,Los Angeles,CA,907,2086
39416,Levittown,Philadelphia,Bucks,PA,908,1611
7204,Spring,Houston,Harris,TX,909,1540
17188,Brookline,Boston,Norfolk,MA,910,2910
28948,Owings Mills,Baltimore,Baltimore,MD,911,1748
20665,Stockbridge,Atlanta,Henry,GA,912,1126
6229,North Miami,Miami-Fort Lauderdale,Miami-Dade,FL,913,1727
25383,Kentwood,Grand Rapids,Kent,MI,914,1240
192040,Sierra Vista,Sierra Vista,Cochise,AZ,915,950
13364,Port Arthur,Beaumont,Jefferson,TX,916,815
41665,West Sacramento,Sacramento,Yolo,CA,917,1698
14016,Stratford,Stamford,Fairfield,CT,918,1936
9662,Oregon City,Portland,Clackamas,OR,919,1914
30219,Anderson,Indianapolis,Madison,IN,920,637
12725,Milford,New Haven,New Haven,CT,921,1829
11817,Harrisburg,Harrisburg,Dauphin,PA,922,827
25496,Lancaster,Charlotte,Lancaster,SC,923,926
53752,Oshkosh,Oshkosh,Winnebago,WI,924,740
4520,Edina,Minneapolis-St Paul,Hennepin,MN,925,2176
28066,Zanesville,Zanesville,Muskingum,OH,926,861
46039,Kingman,Lake Havasu City,Mohave,AZ,927,830
14138,Tigard,Portland,Washington,OR,928,1945
53304,Middletown,Cincinnati,Butler,OH,929,823
52547,Hollister,San Jose,San Benito,CA,930,2318
12597,Martinsburg,Hagerstown,Berkeley,WV,931,1198
46523,Middletown,Hartford,Middlesex,CT,932,1478
39087,Hutchinson,Hutchinson,Reno,KS,933,756
25550,Lenexa,Kansas City,Johnson,KS,934,1816
26713,Redford,Detroit,Wayne,MI,935,931
54111,Revere,Boston,Suffolk,MA,936,2284
17871,East Hartford,Hartford,Hartford,CT,937,1444
5201,Homestead,Miami-Fort Lauderdale,Miami-Dade,FL,938,1534
30829,Chantilly,Washington,Loudoun,VA,939,2415
41491,Vicksburg,Vicksburg,Warren,MS,940,1078
7153,South Hill,Seattle,Pierce,WA,941,1671
30788,Cathedral City,Riverside,Riverside,CA,942,1652
19944,Pine Bluff,Pine Bluff,Jefferson,AR,943,756
45893,Irondequoit,Rochester,Monroe,NY,944,1302
4854,Garner,Raleigh,Wake,NC,945,1305
264393,Binghamton,Binghamton,Broome,NY,946,1002
136166,Coeur d'Alene,Coeur d'Alene,Kootenai,ID,947,1299
54450,Smyrna,Nashville,Rutherford,TN,948,1348
46465,Mc Lean,Washington,Fairfax,VA,949,3673
13678,Salina,Salina,Saline,KS,950,816
12426,Lombard,Chicago,Du Page,IL,951,1811
30993,Columbia,Nashville,Maury,TN,952,1121
33151,North Fort Myers,Fort Myers,Lee,FL,953,1388
40256,Parkersburg,Parkersburg,Wood,WV,954,840
26512,Pinellas Park,Tampa,Pinellas,FL,955,1273
