City.Code,City,Metro,County,State,Population.Rank,January.2017
45042,East Jordan,,Charlevoix,MI,6588,1026
149012,Newburg,Louisville,Jefferson,KY,6589,844
20248,Rossford,Toledo,Wood,OH,6590,1020
396981,Delaware Township,New York,Hunterdon,NJ,6591,2343
4056,Charlotte,Nashville,Dickson,TN,6592,969
45256,Federalsburg,,Caroline,MD,6593,1326
44035,Barrington,Chicago,Cook,IL,6594,2487
39978,New Hope,Huntsville,Madison,AL,6595,846
7982,Winterville,Athens,Clarke,GA,6596,1097
397813,Georgia,Burlington,Franklin,VT,6597,1597
4197,Conifer,Denver,Jefferson,CO,6598,2203
43047,Sunman,Cincinnati,Dearborn,IN,6599,1095
46034,Killingworth,Hartford,Middlesex,CT,6600,1863
7394,Terrebonne,,Jefferson,OR,6601,1442
56602,Summit,McComb,Pike,MS,6602,990
211199,Green Tree,Pittsburgh,Allegheny,PA,6603,1364
399162,Findlay Township,Pittsburgh,Allegheny,PA,6604,1319
44898,Delmar,Salisbury,Sussex,DE,6605,1152
397593,Town of Topsfield,Boston,Essex,MA,6606,2655
36646,Spicewood,Austin,Travis,TX,6607,2210
55474,Brentwood,Boston,Rockingham,NH,6608,2093
23239,Eureka,Peoria,Woodford,IL,6609,1231
8569,Hubbardston,Worcester,Worcester,MA,6610,1634
20206,Rochelle Park,New York,Bergen,NJ,6611,2291
38565,Forked River,New York,Ocean,NJ,6612,1710
40587,Robbins,Chicago,Cook,IL,6613,1242
13263,Peters,Chambersburg,Franklin,PA,6614,1127
8638,Fairview,Portland,Multnomah,OR,6615,1731
39904,Mount Zion,Decatur,Macon,IL,6616,1141
123675,Bithlo,Orlando,Orange,FL,6617,1697
9238,Stone Park,Chicago,Cook,IL,6618,1409
14931,Avilla,Kendallville,Noble,IN,6619,1098
11495,Fort Mitchell,Columbus,Russell,AL,6620,1218
29442,Wolf Point,,Roosevelt,MT,6621,944
43004,Wilmore,Lexington,Jessamine,KY,6622,924
11884,Heyworth,Bloomington,McLean,IL,6623,1227
52915,Le Ray,Watertown,Jefferson,NY,6624,1446
250510,East Wenatchee Bench,Wenatchee,Douglas,WA,6625,1634
13751,Seat Pleasant,Washington,Prince Georges,MD,6626,1647
124864,Jan-Phyl Village,Lakeland,Polk,FL,6627,978
56980,Jefferson,Washington,Frederick,MD,6628,1810
15474,East Dubuque,,Jo Daviess,IL,6629,1204
14090,Tarentum,Pittsburgh,Allegheny,PA,6630,809
53440,Mount Pleasant,Pittsburgh,Westmoreland,PA,6631,869
7855,West Newbury,Boston,Essex,MA,6632,2552
47563,Sandown,Boston,Rockingham,NH,6633,1800
42364,Hurdle Mills,Durham,Person,NC,6634,1229
9827,California,California-Lexington Park,Saint Marys,MD,6635,1591
21653,Barton,Binghamton,Tioga,NY,6636,1414
396844,Zephyrhills South,Tampa,Pasco,FL,6637,892
41927,Charles City,Richmond,Charles City,VA,6638,1156
45352,Freedom,Appleton,Outagamie,WI,6639,1132
396971,Towamensing Township,Allentown,Carbon,PA,6640,1322
17452,Cisco,,Eastland,TX,6641,994
38038,Cotulla,,La Salle,TX,6642,1174
44801,Creston,Wooster,Wayne,OH,6643,1141
46597,Montross,,Westmoreland,VA,6644,1143
56322,Rio Hondo,Brownsville,Cameron,TX,6645,914
8996,Newcastle,Sacramento,Placer,CA,6646,2273
272619,O'' Neill,,Holt,NE,6647,965
14103,Taylor Mill,Cincinnati,Kenton,KY,6648,1236
45024,Eagle River,,Vilas,WI,6649,1124
398594,Meridian Township,Lansing,Ingham,MI,6650,1661
56484,Louisville,,Jefferson,GA,6651,903
16170,Troy,Killeen,Bell,TX,6652,1072
40791,Scotland Neck,Roanoke Rapids,Halifax,NC,6653,755
28319,Battle Mountain,,Lander,NV,6654,1100
29713,Hewitt,New York,Passaic,NJ,6655,1740
33040,Needles,Riverside,San Bernardino,CA,6656,867
396181,Springetts Manor-Yorklyn,York,York,PA,6657,1172
396622,Unionville,Charlotte,Union,NC,6658,1372
24621,Etowah,Athens,McMinn,TN,6659,888
26904,Saint Croix Falls,,Polk,WI,6660,1134
15392,Dover,Russellville,Pope,AR,6661,899
396692,Beatyestown,Allentown,Warren,NJ,6662,1775
25045,Harrington Park,New York,Bergen,NJ,6663,3126
51174,Brunswick,Washington,Frederick,MD,6664,1400
45172,Epsom,Concord,Merrimack,NH,6665,1546
53997,Prairie Grove,Chicago,McHenry,IL,6666,2378
396629,Monfort Heights South,Cincinnati,Hamilton,OH,6667,1216
50229,Lincoln,Talladega,Talladega,AL,6668,1059
46938,Ottawa Hills,Toledo,Lucas,OH,6669,2127
55004,Wahneta,Lakeland,Polk,FL,6670,832
16383,Story City,Ames,Story,IA,6671,1192
49498,Raymond,Portland,Cumberland,ME,6672,1701
37166,Ardsley,New York,Westchester,NY,6673,3905
6902,Salem,Provo,Utah,UT,6674,1489
38902,Harrisburg,Albany,Linn,OR,6675,1233
8367,Campobello,Spartanburg,Spartanburg,SC,6676,1280
7996,Woodbine,St. Marys,Camden,GA,6677,1191
39870,Morongo Valley,Riverside,San Bernardino,CA,6678,996
23024,Holton,Topeka,Jackson,KS,6679,897
396135,Town of Camden,,Knox,ME,6680,1553
38309,Eastland,,Eastland,TX,6681,1069
236420,Parker,Dallas-Fort Worth,Collin,TX,6682,3418
3953,Canaan,Torrington,Litchfield,CT,6683,1442
12948,New London,Concord,Merrimack,NH,6684,1740
41448,Vail,Edwards,Eagle,CO,6685,3876
53985,Powder Springs,Atlanta,Cobb,GA,6686,1245
23346,West Liberty,Muscatine,Muscatine,IA,6687,1155
40963,Sophia,Greensboro,Randolph,NC,6688,976
50542,Littlestown,Gettysburg,Adams,PA,6689,1211
38382,Ely,,White Pine,NV,6690,980
32971,Mount Carmel,Cincinnati,Clermont,OH,6691,1099
7233,Stafford Springs,Hartford,Tolland,CT,6692,1497
27865,West Hazleton,Scranton,Luzerne,PA,6693,766
45692,Hawthorne,New York,Westchester,NY,6694,3049
39606,Manton,Cadillac,Wexford,MI,6695,870
7236,Stanardsville,Charlottesville,Greene,VA,6696,1235
14601,Weyauwega,,Waupaca,WI,6697,1099
18487,Hartly,Dover,Kent,DE,6698,1217
4334,Delanco,Philadelphia,Burlington,NJ,6699,1659
49396,Hartford City,,Blackford,IN,6700,679
26210,Northbridge,Worcester,Worcester,MA,6701,1761
29435,Wisconsin Dells,Madison,Columbia,WI,6702,1095
41987,Brisbane,San Francisco,San Mateo,CA,6703,3505
30490,Blissfield,Adrian,Lenawee,MI,6704,941
395497,Campton Hills,Chicago,Kane,IL,6705,2641
19809,Pacific,Seattle,King,WA,6706,1746
24989,Gulf Hills,Gulfport,Jackson,MS,6707,1141
45902,Isle of Palms,Charleston,Charleston,SC,6708,3119
54040,Quitman,,Wood,TX,6709,1255
25576,Lexington,,Lee,TX,6710,1237
31391,Elk Mound,Menomonie,Dunn,WI,6711,1150
45797,Honesdale,,Wayne,PA,6712,1157
397772,Trenton,Utica,Oneida,NY,6713,1397
395565,Town of Seymour,Appleton,Outagamie,WI,6714,1119
398350,Washington Township,Erie,Erie,PA,6715,1298
33493,Port Isabel,Brownsville,Cameron,TX,6716,1094
16319,Oceanport,New York,Monmouth,NJ,6717,2446
398579,Sandy Township,DuBois,Clearfield,PA,6718,1039
11079,Dellwood,St. Louis,Saint Louis,MO,6719,842
38962,Hensley,Little Rock,Saline,AR,6720,1060
55996,Jefferson,Salem,Marion,OR,6721,1439
396112,Town of Amenia,New York,Dutchess,NY,6722,1793
6069,Mount Gilead,Columbus,Morrow,OH,6723,1040
395575,Town of Unadilla,Oneonta,Otsego,NY,6724,1223
26901,Saint Bernard,Cincinnati,Hamilton,OH,6725,969
30794,Cave Creek,Phoenix,Maricopa,AZ,6726,2856
12851,Mount Airy,Cornelia,Habersham,GA,6727,1059
37896,Clarkton,,Bladen,NC,6728,803
398153,Allen Township,Allentown,Northampton,PA,6729,1581
28796,Flourtown,Philadelphia,Montgomery,PA,6730,2213
33510,Portola,,Plumas,CA,6731,1237
18201,Fremont,Boston,Rockingham,NH,6732,1803
5137,Herricks,New York,Nassau,NY,6733,3264
397141,Wharton Township,Pittsburgh,Fayette,PA,6734,1162
16164,Snow Hill,Salisbury,Worcester,MD,6735,1159
397783,Town of Stowe,,Lamoille,VT,6736,2096
29793,Bronson,,Levy,FL,6737,1069
12577,Marlette,,Sanilac,MI,6738,853
34381,Union City,,Randolph,IN,6739,699
49355,Dyersville,Dubuque,Dubuque,IA,6740,1128
57225,Pardeeville,Madison,Columbia,WI,6741,1148
395751,Chester Township,New York,Morris,NJ,6742,3301
397102,Lisbon,New London,New London,CT,6743,1502
12957,New Prague,Minneapolis-St Paul,Scott,MN,6744,1433
13759,Sedalia,Denver,Douglas,CO,6745,2655
29607,West Portsmouth,Portsmouth,Scioto,OH,6746,800
56981,Jenkintown,Philadelphia,Montgomery,PA,6747,1673
398651,Mullica Township,Atlantic City,Atlantic,NJ,6748,1405
8863,Magnolia,Philadelphia,Camden,NJ,6749,1540
397304,Town of Wolcott,Rochester,Wayne,NY,6750,1245
28675,Fairfax,Burlington,Franklin,VT,6751,1500
3792,Breaux Bridge,Lafayette,Saint Martin,LA,6752,1144
48482,Whitestown,Indianapolis,Boone,IN,6753,1440
8513,Hometown,Chicago,Cook,IL,6754,1294
15959,Sanibel,Fort Myers,Lee,FL,6755,3975
25982,Morgantown,Indianapolis,Brown,IN,6756,1113
45774,Holbrook,Show Low,Navajo,AZ,6757,873
11239,East Windsor,Hartford,Hartford,CT,6758,1495
35940,Marvin,Charlotte,Union,NC,6759,3769
49246,Interlochen,Traverse City,Grand Traverse,MI,6760,1190
37785,Castalian Springs,Nashville,Sumner,TN,6761,1283
30006,Kalkaska,Traverse City,Kalkaska,MI,6762,832
51034,Bloomingdale,New York,Passaic,NJ,6763,1869
18914,Lake Isabella,Bakersfield,Kern,CA,6764,1065
7871,West Union,Clarksburg,Doddridge,WV,6765,807
22452,Pittsboro,Indianapolis,Hendricks,IN,6766,1341
399269,Oswegatchie,Ogdensburg,Saint Lawrence,NY,6767,1309
28623,Hunters Creek Village,Houston,Harris,TX,6768,9937
19789,Ossipee,,Carroll,NH,6769,1137
54983,Vincent,Birmingham,Shelby,AL,6770,1160
130309,Montgomery,Savannah,Chatham,GA,6771,1383
28839,Fountain Hill,Allentown,Lehigh,PA,6772,1241
397904,Clinton,New York,Dutchess,NY,6773,1965
21248,West York,York,York,PA,6774,936
16677,Acton,Los Angeles,Los Angeles,CA,6775,2526
41293,Troy,Charlottesville,Fluvanna,VA,6776,1450
44102,Bel Aire,Wichita,Sedgwick,KS,6777,1263
24306,Daleville,Ozark,Dale,AL,6778,845
33185,Northvale,New York,Bergen,NJ,6779,2672
41615,Wellton,Yuma,Yuma,AZ,6780,850
50819,Avondale,Philadelphia,Chester,PA,6781,2117
398781,Yorkville,Racine,Racine,WI,6782,1548
18902,Laingsburg,Owosso,Shiawassee,MI,6783,1178
49371,Harmony,Charlotte,Iredell,NC,6784,936
398454,Washington Township,Reading,Berks,PA,6785,1424
396131,Town of Winchester,Keene,Cheshire,NH,6786,1261
28460,Kimberly,Appleton,Outagamie,WI,6787,1130
36969,Williamstown,Parkersburg,Wood,WV,6788,1106
24883,Glenn Dale,Washington,Prince Georges,MD,6789,2397
398061,Penn Township,Selinsgrove,Snyder,PA,6790,1249
9710,Lee,Boston,Strafford,NH,6791,1944
236378,Palmview South,McAllen,Hidalgo,TX,6792,895
23438,Algoma,Green Bay,Kewaunee,WI,6793,856
30806,Cedaredge,,Delta,CO,6794,1261
48352,Waterloo,Auburn,De Kalb,IN,6795,989
51941,Eudora,Lawrence,Douglas,KS,6796,1247
399285,Rutland Township,Grand Rapids,Barry,MI,6797,1210
251386,Mount Vista,Portland,Clark,WA,6798,1729
396120,Pittstown,Albany,Rensselaer,NY,6799,1359
18028,Evington,Lynchburg,Campbell,VA,6800,1081
54527,Springville,Buffalo,Erie,NY,6801,1198
53540,New London,Willmar,Kandiyohi,MN,6802,1257
25571,Lewisville,Winston-Salem,Forsyth,NC,6803,1273
18436,Hallsville,Marshall,Harrison,TX,6804,1185
43327,Upper Paxton,Harrisburg,Dauphin,PA,6805,1144
31029,Coopersville,Grand Rapids,Ottawa,MI,6806,1197
53316,Milan,Davenport,Rock Island,IL,6807,795
9159,Minersville,Pottsville,Schuylkill,PA,6808,731
395445,Lakes,Anchorage,Matanuska Susitna,AK,6809,1717
10814,China Village,Augusta,Kennebec,ME,6810,1113
13318,Pixley,Visalia,Tulare,CA,6811,937
43533,Christmas,Orlando,Orange,FL,6812,1408
46721,Elko New Market,Minneapolis-St Paul,Scott,MN,6813,1827
54393,Sherborn,Boston,Middlesex,MA,6814,3395
6253,Northwood,Boston,Rockingham,NH,6815,1726
26219,Northwoods,St. Louis,Saint Louis,MO,6816,795
47374,Richland,,Camden,MO,6817,801
53611,North Kansas City,Kansas City,Clay,MO,6818,950
39793,Millersburg,Elkhart,Elkhart,IN,6819,1205
8172,Ashford,Worcester,Windham,CT,6820,1431
22218,Mabton,Yakima,Yakima,WA,6821,957
33393,Perry,Ogden,Box Elder,UT,6822,1338
33574,Quincy,Coldwater,Branch,MI,6823,984
9831,Catawba,Hickory,Catawba,NC,6824,911
11721,Greensboro,,Caroline,MD,6825,1389
37767,Carroll,Columbus,Fairfield,OH,6826,1554
396691,East Garden City,New York,Nassau,NY,6827,3603
33431,Piney,Hot Springs,Garland,AR,6828,890
31268,Town of Duane,Albany,Schenectady,NY,6829,1326
28942,Mount Vernon,,Franklin,TX,6830,1349
10212,Augusta,Eau Claire,Eau Claire,WI,6831,1039
54587,Stratford,Wausau,Marathon,WI,6832,1083
20394,Scottdale,Pittsburgh,Westmoreland,PA,6833,827
37665,Burnham,Chicago,Cook,IL,6834,1295
17405,Chazy,Plattsburgh,Clinton,NY,6835,1609
35470,Elkton,,Todd,KY,6836,842
398575,Lynn Township,Allentown,Lehigh,PA,6837,1522
5789,Manteno,Kankakee,Kankakee,IL,6838,1277
12268,Lake Hallie,Eau Claire,Chippewa,WI,6839,1156
43119,Seneca,Joplin,Newton,MO,6840,792
56076,Monrovia,Washington,Frederick,MD,6841,1940
55065,Wayne,Chicago,Du Page,IL,6842,2993
234139,Homestead Meadows North,El Paso,El Paso,TX,6843,1042
11851,Healdton,Ardmore,Carter,OK,6844,727
15212,Genoa,Port Clinton,Ottawa,OH,6845,1087
18835,Kingman,Wichita,Kingman,KS,6846,750
397528,Woodward Township,DuBois,Clearfield,PA,6847,941
399259,Derby,,Orleans,VT,6848,1352
397207,Elk Township,Philadelphia,Gloucester,NJ,6849,1785
398986,Upton,Worcester,Worcester,MA,6850,2552
16389,Silverado,Los Angeles,Orange,CA,6851,2991
17264,Cambria,San Luis Obispo,San Luis Obispo,CA,6852,2475
37023,Bunker Hill,St. Louis,Macoupin,IL,6853,1163
48434,West Monroe,Syracuse,Oswego,NY,6854,1403
399104,Town of Stonington,New London,New London,CT,6855,1931
397889,Canton Township,Sayre,Bradford,PA,6856,1044
8008,Woodson Terrace,St. Louis,Saint Louis,MO,6857,827
41181,Tappahannock,,Essex,VA,6858,1234
37628,Brutus,Auburn,Cayuga,NY,6859,1460
52178,Garwood,New York,Union,NJ,6860,1884
23637,Beaver,Pittsburgh,Beaver,PA,6861,1101
8165,Chardon,Cleveland,Geauga,OH,6862,1536
46293,Lolo,Missoula,Missoula,MT,6863,1337
35421,Egg Harbor City,Atlantic City,Atlantic,NJ,6864,1362
36821,Cypress Gardens,Lakeland,Polk,FL,6865,1204
14121,Thatcher,Safford,Graham,AZ,6866,1118
399055,Gaines,Rochester,Orleans,NY,6867,1327
126011,Saint Augustine Beach,Jacksonville,Saint Johns,FL,6868,1810
210765,Franklin,Philadelphia,Chester,PA,6869,2028
28101,Anacoco,Fort Polk South,Vernon,LA,6870,1203
398248,Murray,Rochester,Orleans,NY,6871,1332
11046,Davenport,,Lincoln,WA,6872,1145
38161,Decatur,Kalamazoo,Van Buren,MI,6873,963
45800,Honokaa,Hilo,Hawaii,HI,6874,1512
8034,Yellow Springs,Dayton,Greene,OH,6875,1404
14942,China Spring,Waco,McLennan,TX,6876,1577
23368,Burton,Cleveland,Geauga,OH,6877,1253
396597,Cockrell Hill,Dallas-Fort Worth,Dallas,TX,6878,1172
39776,Middletown,Louisville,Jefferson,KY,6879,1508
24447,Dundee,Lakeland,Polk,FL,6880,1014
48409,West Brunswick,Pottsville,Schuylkill,PA,6881,1149
14056,Sussex,Milwaukee,Waukesha,WI,6882,1995
52360,Gunnison,,Gunnison,CO,6883,1322
30739,Capac,Detroit,Saint Clair,MI,6884,1123
240285,Mount Olympus,Salt Lake City,Salt Lake,UT,6885,2434
5986,Minnetrista,Minneapolis-St Paul,Hennepin,MN,6886,2374
21783,Headland,Dothan,Henry,AL,6887,1052
44677,Cold Spring,St. Cloud,Stearns,MN,6888,1380
9922,Hamburg,Reading,Berks,PA,6889,1162
17466,Cle Elum,Ellensburg,Kittitas,WA,6890,1441
29833,Vale,Charlotte,Lincoln,NC,6891,823
47414,Rochester,Boston,Plymouth,MA,6892,2084
8508,Glasgow Village,St. Louis,Saint Louis,MO,6893,789
13736,Schuyler Falls,Plattsburgh,Clinton,NY,6894,1622
21380,Woodstock,Baltimore,Howard,MD,6895,2512
38285,East Granby,Hartford,Hartford,CT,6896,1841
56081,Montgomery,Minneapolis-St Paul,Le Sueur,MN,6897,1274
17120,Boothwyn,Philadelphia,Delaware,PA,6898,1437
398973,Salem Township,,Wayne,PA,6899,1266
10715,Carlisle,Little Rock,Lonoke,AR,6900,872
27973,Winchester,Torrington,Litchfield,CT,6901,1414
124553,Golden Lakes,Miami-Fort Lauderdale,Palm Beach,FL,6902,1234
14932,Avon,St. Cloud,Stearns,MN,6903,1352
55799,Girard,Pittsburg,Crawford,KS,6904,740
396990,Concord,Buffalo,Erie,NY,6905,1242
4181,Columbus,,Polk,NC,6906,1261
33750,Round Hill,Washington,Loudoun,VA,6907,2264
47736,Snowflake,Show Low,Navajo,AZ,6908,1028
23987,Castroville,San Antonio,Medina,TX,6909,1452
36043,Nocona,,Montague,TX,6910,1143
39746,Menands,Albany,Albany,NY,6911,1599
43405,Sanderson,Jacksonville,Baker,FL,6912,1063
49238,Greendale,Cincinnati,Dearborn,IN,6913,1062
17335,Castle Hills,San Antonio,Bexar,TX,6914,1930
16889,Barling,Fort Smith,Sebastian,AR,6915,863
29589,South Pasadena,Tampa,Pinellas,FL,6916,1346
44465,Carver,Minneapolis-St Paul,Carver,MN,6917,1878
173053,Green Park,St. Louis,Saint Louis,MO,6918,1157
42641,Narberth,Philadelphia,Montgomery,PA,6919,2229
47049,Pelion,Columbia,Lexington,SC,6920,856
241650,Bensley,Richmond,Chesterfield,VA,6921,1049
32998,Mountain Lakes,New York,Morris,NJ,6922,4025
42197,High Ridge,St. Louis,Jefferson,MO,6923,1136
24449,Dundee,Portland,Yamhill,OR,6924,1682
52481,Helendale,Riverside,San Bernardino,CA,6925,1143
18296,Glenarden,Washington,Prince Georges,MD,6926,1841
55349,Blowing Rock,Boone,Watauga,NC,6927,1413
24279,Crozet,Charlottesville,Albemarle,VA,6928,1748
43636,East Dundee,Chicago,Kane,IL,6929,1569
7098,Slatington,Allentown,Lehigh,PA,6930,1138
395752,Cortlandville,Cortland,Cortland,NY,6931,1424
44944,Dixon,Fort Leonard Wood,Pulaski,MO,6932,828
52766,Key Largo,Key West,Monroe,FL,6933,2999
24431,Dry Ridge,Cincinnati,Grant,KY,6934,1037
15893,Wheatland,Yuba City,Yuba,CA,6935,1436
34333,Trent Woods,New Bern,Craven,NC,6936,1213
46518,Middle Paxton,Harrisburg,Dauphin,PA,6937,1299
35067,Archdale,Greensboro,Randolph,NC,6938,979
27910,Westville,Philadelphia,Gloucester,NJ,6939,1415
19974,Plain City,Ogden,Weber,UT,6940,1410
29050,Pearisburg,Blacksburg,Giles,VA,6941,1018
30154,Aldan,Philadelphia,Delaware,PA,6942,1344
397524,Harding Township,New York,Morris,NJ,6943,5381
13510,Richfield,Akron,Summit,OH,6944,1873
13674,Salem,New London,New London,CT,6945,1676
396828,Crystal Lake,Lakeland,Polk,FL,6946,878
16062,Tecumseh,Adrian,Lenawee,MI,6947,1020
13747,Sea Cliff,New York,Nassau,NY,6948,3323
396897,Samsula-Spruce Creek,Daytona Beach,Volusia,FL,6949,2044
15903,Stanley,Eau Claire,Chippewa,WI,6950,950
27305,Sugar Creek,Kansas City,Jackson,MO,6951,795
50083,Waynesburg,,Greene,PA,6952,966
32511,Linden,Fayetteville,Cumberland,NC,6953,1187
215256,Rutherford,Harrisburg,Dauphin,PA,6954,1173
10340,Bellevue,Cincinnati,Campbell,KY,6955,971
25004,Hainesport,Philadelphia,Burlington,NJ,6956,2067
42842,Pleasant View,Nashville,Cheatham,TN,6957,1294
397991,Town of Deerfield,Madison,Dane,WI,6958,1435
395670,Little Britain Township,Lancaster,Lancaster,PA,6959,1135
399290,Sugarloaf Township,Scranton,Luzerne,PA,6960,1316
37142,Andover,Ashtabula,Ashtabula,OH,6961,903
32800,Medford Lakes,Philadelphia,Burlington,NJ,6962,2142
15793,Liberty,Greensboro,Randolph,NC,6963,920
398703,Randall,Chicago,Kenosha,WI,6964,1657
9436,Sinking Spring,Reading,Berks,PA,6965,1301
26089,New Brighton,Pittsburgh,Beaver,PA,6966,741
20869,Twin Lakes,Chicago,Kenosha,WI,6967,1443
41993,Clarendon,Rochester,Orleans,NY,6968,1362
47147,Placitas,Albuquerque,Sandoval,NM,6969,1954
24044,Charlton,Albany,Saratoga,NY,6970,1710
38136,Danville,Boston,Rockingham,NH,6971,1860
398704,Cumberland Township,,Greene,PA,6972,1119
4950,Grand Ridge,,Jackson,FL,6973,888
3457,Ashburnham,Worcester,Worcester,MA,6974,1537
18374,Great Mills,California-Lexington Park,Saint Marys,MD,6975,1447
50079,Waverly,Binghamton,Tioga,NY,6976,1338
53853,Pembroke,Batavia,Genesee,NY,6977,1484
150423,Westwood,Huntington,Boyd,KY,6978,844
29482,Thompsons Station,Nashville,Williamson,TN,6979,1886
15783,North Hampton,Boston,Rockingham,NH,6980,2349
399272,Pamelia,Watertown,Jefferson,NY,6981,1282
48653,Carson City,Grand Rapids,Montcalm,MI,6982,842
37594,Brodnax,,Brunswick,VA,6983,1090
214885,Redstone,Pittsburgh,Fayette,PA,6984,849
16783,Apache,Lawton,Comanche,OK,6985,747
29261,White City,Salt Lake City,Salt Lake,UT,6986,1390
396473,Montpelier,Richmond,Hanover,VA,6987,1469
397449,Derry Township,Lewistown,Mifflin,PA,6988,1021
38132,Danville,Decatur,Morgan,AL,6989,879
25580,Liberty Center,,Henry,OH,6990,1098
27806,Waveland,Gulfport,Hancock,MS,6991,950
30495,Blue Earth,,Faribault,MN,6992,1097
30076,Bethel,Reading,Berks,PA,6993,1227
6674,Ragley,De Ridder,Beauregard,LA,6994,1208
39370,Lathrup Village,Detroit,Oakland,MI,6995,1596
51782,East Amwell Township,New York,Hunterdon,NJ,6996,2367
42689,Marion,,Osceola,MI,6997,837
13695,San Joaquin,Fresno,Fresno,CA,6998,1098
6853,Royal,Hot Springs,Garland,AR,6999,1105
23836,Broadway,Harrisonburg,Rockingham,VA,7000,1042
30675,Butler,Auburn,De Kalb,IN,7001,850
43976,Atlantic Highlands,New York,Monmouth,NJ,7002,2365
396134,Town of Wilton,,Franklin,ME,7003,1054
53378,Monmouth,Augusta,Kennebec,ME,7004,1184
40817,Selbyville,Salisbury,Sussex,DE,7005,1445
40087,Northfield,Chicago,Cook,IL,7006,2997
44468,Casco,Detroit,Saint Clair,MI,7007,1232
26186,North Hanover,Philadelphia,Burlington,NJ,7008,2183
29907,Newberry,Gainesville,Alachua,FL,7009,1385
36113,Lisbon,Ogdensburg,Saint Lawrence,NY,7010,1205
47087,Phoenix,Medford,Jackson,OR,7011,1380
203786,Summerside,Cincinnati,Clermont,OH,7012,1104
9289,Windber,Somerset,Somerset,PA,7013,854
26296,Olivet,Lansing,Eaton,MI,7014,1019
397764,Plainfield Township,Allentown,Northampton,PA,7015,1451
57218,Felton,Santa Cruz,Santa Cruz,CA,7016,2619
45811,Horicon,Beaver Dam,Dodge,WI,7017,1070
121105,Long Hill,New London,New London,CT,7018,1338
399235,Town of Pittsfield,Concord,Merrimack,NH,7019,1398
56263,Paxtonia,Harrisburg,Dauphin,PA,7020,1291
20395,Scottsville,Charlottesville,Albemarle,VA,7021,1222
398323,Town of Wayland,Corning,Steuben,NY,7022,1285
15457,Hanover,Madison,Jefferson,IN,7023,872
148165,Hurstbourne,Louisville,Jefferson,KY,7024,2314
44567,Chester,Hartford,Middlesex,CT,7025,1716
34291,Tinicum Township,Philadelphia,Delaware,PA,7026,1257
36696,Schulenburg,,Fayette,TX,7027,1287
41774,Wolverine Lake,Detroit,Oakland,MI,7028,1386
49057,Knightstown,New Castle,Henry,IN,7029,849
56236,New Cumberland,Weirton,Hancock,WV,7030,852
395849,Town of Pittsfield,,Somerset,ME,7031,952
20162,Richboro,Philadelphia,Bucks,PA,7032,2484
13512,Richmond,Chicago,McHenry,IL,7033,1581
22336,Marysville,,Marshall,KS,7034,828
42431,Groveton,Huntsville,Trinity,TX,7035,1104
15206,Electra,Wichita Falls,Wichita,TX,7036,631
44093,Bedford,Louisville,Trimble,KY,7037,1034
16636,Rural Retreat,,Wythe,VA,7038,1046
11303,Ellettsville,Bloomington,Monroe,IN,7039,1059
57344,Beloit,Youngstown,Mahoning,OH,7040,907
142429,Hidden Valley,Cincinnati,Dearborn,IN,7041,1325
10919,Columbus,Detroit,Saint Clair,MI,7042,1234
29207,Oaklyn,Philadelphia,Camden,NJ,7043,1495
28528,Geneva,Orlando,Seminole,FL,7044,1673
6503,Pilesgrove,Philadelphia,Salem,NJ,7045,1613
25173,Hominy,Tulsa,Osage,OK,7046,769
11665,Granby,,Grand,CO,7047,1530
54426,Simpsonville,Louisville,Shelby,KY,7048,1408
16165,Soap Lake,Moses Lake,Grant,WA,7049,831
32579,Los Fresnos,Brownsville,Cameron,TX,7050,911
25143,Ho Ho Kus,New York,Bergen,NJ,7051,3429
16583,Portola Valley,San Francisco,San Mateo,CA,7052,10626
55493,Churchville,Philadelphia,Bucks,PA,7053,2467
397146,Town of Whitehall,Glens Falls,Washington,NY,7054,1464
12511,Mahanoy City,Pottsville,Schuylkill,PA,7055,684
25205,Hubbard,Salem,Marion,OR,7056,1621
399218,Town of Chilton,Appleton,Calumet,WI,7057,1035
38466,Fairbury,Pontiac,Livingston,IL,7058,1185
182895,Mills River,Asheville,Henderson,NC,7059,1392
36828,New Baden,St. Louis,Clinton,IL,7060,1199
45214,Eyota,Rochester,Olmsted,MN,7061,1434
8834,Moultonborough,,Carroll,NH,7062,1312
3608,Belle Center,Bellefontaine,Logan,OH,7063,1108
397777,Halifax Township,Harrisburg,Dauphin,PA,7064,1150
14523,Welsh,,Jefferson Davis,LA,7065,1137
28075,Zumbrota,Red Wing,Goodhue,MN,7066,1350
50476,Perkinston,,Stone,MS,7067,1105
397068,Franklin Township,Pittsburgh,Beaver,PA,7068,1031
6022,Montezuma,,Macon,GA,7069,897
9519,West Liberty,Bellefontaine,Logan,OH,7070,1160
31186,Dayton,Harrisonburg,Rockingham,VA,7071,1053
397519,Hornellsville,Corning,Steuben,NY,7072,1321
7773,Waskom,Marshall,Harrison,TX,7073,977
35401,Fulshear,Houston,Fort Bend,TX,7074,2783
4923,Gobles,Kalamazoo,Van Buren,MI,7075,1065
396958,Rutland,Madison,Dane,WI,7076,1588
4623,Evansdale,Waterloo,Black Hawk,IA,7077,887
45616,Halifax,,Halifax,VA,7078,1000
51105,Boyertown,Reading,Berks,PA,7079,1242
396102,Town of Hurley,Kingston,Ulster,NY,7080,1604
20629,Star,Boise City,Ada,ID,7081,1350
